iter	Logloss
502	0.1741727036
503	0.1739941165
504	0.1737442708
505	0.1734511242
506	0.1733398686
507	0.1731188756
508	0.1729229362
509	0.1727706214
510	0.1725435733
511	0.1724074277
512	0.1722452289
513	0.1721324778
514	0.171908271
515	0.1717305614
516	0.1715097276
517	0.1713345311
518	0.171148411
519	0.1709406251
520	0.1706651888
521	0.1705435925
522	0.1703002015
523	0.1701262258
524	0.169926406
525	0.1697800001
526	0.1694252602
527	0.1692265783
528	0.1690387942
529	0.1688671708
530	0.1685698578
531	0.1683529862
532	0.1681527618
533	0.1679944848
534	0.1678127011
535	0.1676355211
536	0.1673597367
537	0.1671569856
538	0.1669880694
539	0.1668226489
540	0.1665754292
541	0.1664428293
542	0.1661141338
543	0.1658432875
544	0.1657204817
545	0.1655897685
546	0.1654125965
547	0.1652705624
548	0.1650472592
549	0.1648585527
550	0.16476253
551	0.1646095533
552	0.1644470634
553	0.1642772927
554	0.1640497795
555	0.163868141
556	0.1635527571
557	0.163308262
558	0.1631296534
559	0.162980539
560	0.162803234
561	0.1625471627
562	0.1624486904
563	0.162226831
564	0.1620272624
565	0.161835763
566	0.1617280668
567	0.1615351537
568	0.161257019
569	0.1611543229
570	0.1609528443
571	0.1608732506
572	0.1606780682
573	0.160448826
574	0.1603527331
575	0.1602469793
576	0.1600262365
577	0.1598864853
578	0.1597838381
579	0.1595422248
580	0.1593313734
581	0.1591453364
582	0.1590343463
583	0.1589178934
584	0.1588430588
585	0.1586333821
586	0.1584757823
587	0.1582422964
588	0.1580095089
589	0.1577687225
590	0.1575868496
591	0.1572467553
592	0.1571512787
593	0.1569639919
594	0.1567985634
595	0.156529594
596	0.1563929855
597	0.1562160012
598	0.156053767
599	0.1558129983
600	0.1556061611
601	0.1554442808
602	0.155162967
603	0.1550556597
604	0.1549263623
605	0.1547573984
606	0.1544913095
607	0.1543000475
608	0.15414627
609	0.153926983
610	0.15379662
611	0.1537040453
612	0.1534536934
613	0.1533552005
614	0.1531836014
615	0.1530089454
616	0.1528288158
617	0.1526864189
618	0.1525184691
619	0.152393039
620	0.1522349144
621	0.1520745013
622	0.1519408217
623	0.1516822464
624	0.1514079215
625	0.1512281284
626	0.1510107211
627	0.15070091
628	0.150495623
629	0.1502622385
630	0.1501355717
631	0.1499915701
632	0.1498477728
633	0.1496361866
634	0.1494361286
635	0.149185224
636	0.1489954314
637	0.1488870272
638	0.1486763475
639	0.1485173165
640	0.1483689085
641	0.148200524
642	0.1480689746
643	0.1479710773
644	0.1477928737
645	0.1476237763
646	0.1474865905
647	0.1472807441
648	0.1470808599
649	0.1468734077
650	0.1468392741
651	0.1467096262
652	0.1465226847
653	0.146410956
654	0.146241451
655	0.1460997625
656	0.1460609708
657	0.1459388613
658	0.145779811
659	0.1455549256
660	0.1453638137
661	0.1451737578
662	0.144983853
663	0.1448264376
664	0.1447262039
665	0.1446179341
666	0.1444695124
667	0.1442923138
668	0.1441011047
669	0.1438943527
670	0.1436697815
671	0.143593528
672	0.1435200812
673	0.1433695484
674	0.1431855318
675	0.1431305916
676	0.1429596713
677	0.142767399
678	0.1426706246
679	0.1425432352
680	0.1424298083
681	0.1422285396
682	0.1420610483
683	0.1418660508
684	0.1416545576
685	0.1415318741
686	0.1413923001
687	0.1412186735
688	0.1410997058
689	0.1409737622
690	0.1406814412
691	0.1404940769
692	0.1401701958
693	0.1400613304
694	0.1398642273
695	0.1397525444
696	0.1394636471
697	0.1392405949
698	0.1390978386
699	0.1390212684
700	0.1388429079
701	0.1387089343
702	0.1385057006
703	0.1383686614
704	0.1383136671
705	0.1381666656
706	0.1379476004
707	0.1378410991
708	0.1376455918
709	0.1374055667
710	0.1372541936
711	0.1369873505
712	0.1368300794
713	0.1365698043
714	0.1364343438
715	0.1362650907
716	0.136099247
717	0.1359464504
718	0.1358257002
719	0.1356750859
720	0.1356209001
721	0.1355006922
722	0.1353192213
723	0.1351119648
724	0.1350074002
725	0.1348722893
726	0.1346429921
727	0.1344976944
728	0.134310303
729	0.1341250022
730	0.1339785629
731	0.1338002024
732	0.133653578
733	0.1334640437
734	0.1333204458
735	0.1331722166
736	0.1329269752
737	0.1326304353
738	0.1324561549
739	0.1323044758
740	0.1321496563
741	0.1320792314
742	0.1319117754
743	0.1316955338
744	0.1315869799
745	0.1314398712
746	0.1312855155
747	0.1311043078
748	0.130964616
749	0.1307702503
750	0.1305953473
751	0.1304028284
752	0.1302031168
753	0.1300360131
754	0.1299310398
755	0.1297854271
756	0.1296792027
757	0.1295643979
758	0.1293734623
759	0.1291836433
760	0.1290761735
761	0.1289215639
762	0.1288262148
763	0.1286147402
764	0.1284518978
765	0.1282689777
766	0.128178085
767	0.1279711684
768	0.127840343
769	0.1277553107
770	0.1276161042
771	0.127477619
772	0.1272967979
773	0.1271678596
774	0.1270087828
775	0.1268511985
776	0.1267245358
777	0.1264795402
778	0.1263321585
779	0.1262087672
780	0.1260425587
781	0.1258682142
782	0.1257683564
783	0.1256628153
784	0.1255105328
785	0.1252850014
786	0.1251456575
787	0.125032469
788	0.1248968368
789	0.1247932908
790	0.1246744685
791	0.1245155133
792	0.12436713
793	0.1242114607
794	0.1240559244
795	0.1238752543
796	0.1237558826
797	0.1236536139
798	0.1235135192
799	0.1233472244
800	0.1232372755
801	0.12308249
802	0.1229549341
803	0.1228941864
804	0.1227847304
805	0.1225618929
806	0.1223851989
807	0.1222545778
808	0.122137348
809	0.1220403093
810	0.1218380886
811	0.1217035702
812	0.121472421
813	0.1213117771
814	0.1211920318
815	0.1210251192
816	0.1209041134
817	0.1207743029
818	0.1206539829
819	0.1205934519
820	0.1204464275
821	0.1202299816
822	0.1201181401
823	0.1199698157
824	0.1198965703
825	0.1197663539
826	0.1196125669
827	0.1195365504
828	0.1194247271
829	0.119310127
830	0.1191540413
831	0.119020019
832	0.1188512762
833	0.1187715204
834	0.1186680712
835	0.1185639516
836	0.1184320524
837	0.1182633336
838	0.1181153225
839	0.1179666019
840	0.1178328222
841	0.1176996974
842	0.1175203731
843	0.1173919748
844	0.1171568372
845	0.1170518238
846	0.1169149235
847	0.1167030058
848	0.1165586326
849	0.1164452028
850	0.1162835592
851	0.1161411125
852	0.1160199359
853	0.1158490897
854	0.1156595027
855	0.1155189389
856	0.1154324221
857	0.1152457853
858	0.1151153911
859	0.1150249318
860	0.114950577
861	0.1147800666
862	0.1145909045
863	0.1144610571
864	0.1143707352
865	0.114256791
866	0.1141224699
867	0.1140013761
868	0.1138877078
869	0.1137683373
870	0.1137019197
871	0.1135302375
872	0.1134602872
873	0.1133382359
874	0.1132442899
875	0.1130676782
876	0.1129826677
877	0.1129031878
878	0.1127737292
879	0.1125963494
880	0.1124619969
881	0.1123702188
882	0.1121758002
883	0.1120361486
884	0.1119416626
885	0.1118415062
886	0.1117765437
887	0.1115929905
888	0.1113957494
889	0.1113084394
890	0.1111791155
891	0.1110805339
892	0.1109507594
893	0.1107961026
894	0.1106933225
895	0.1105806782
896	0.110415905
897	0.1102453779
898	0.1101256455
899	0.1100526997
900	0.1099208961
901	0.109832741
902	0.1097681899
903	0.1096850028
904	0.1095344795
905	0.1094206875
906	0.1092156455
907	0.1090994472
908	0.1089779775
909	0.1088784455
910	0.1087560502
911	0.1086122782
912	0.1084923354
913	0.1083715616
914	0.1082253663
915	0.1081220205
916	0.1080023949
917	0.1079378132
918	0.1078547889
919	0.1077778826
920	0.1076410366
921	0.1075391529
922	0.1073760456
923	0.1071884228
924	0.1070781502
925	0.1069294005
926	0.1068395887
927	0.1066570699
928	0.106596474
929	0.106506806
930	0.1063010099
931	0.1062580015
932	0.106141645
933	0.1059895901
934	0.1058584736
935	0.1056824442
936	0.1055783598
937	0.1055018652
938	0.1053399034
939	0.1051770106
940	0.1050757021
941	0.1050154065
942	0.1048908018
943	0.1048066415
944	0.1046790501
945	0.1045451852
946	0.1044251674
947	0.1042498317
948	0.1041673854
949	0.1040551603
950	0.1039524939
951	0.1038254107
952	0.1036889065
953	0.1036055623
954	0.1034968687
955	0.1033731483
956	0.1032150341
957	0.1031007067
958	0.1030060284
959	0.1029038476
960	0.1027652639
961	0.1026534036
962	0.1025503468
963	0.1024737092
964	0.102391441
965	0.1023131368
966	0.1021990645
967	0.1021071271
968	0.1020031713
969	0.1018665395
970	0.1017604731
971	0.1017007785
972	0.1016113775
973	0.1015117913
974	0.1013901172
975	0.1012541024
976	0.1011329405
977	0.1010674307
978	0.1009512374
979	0.1008525974
980	0.100770462
981	0.1006954816
982	0.1005833901
983	0.1004818364
984	0.1003494217
985	0.1002526091
986	0.100149438
987	0.1000372473
988	0.0999507549
989	0.09984081136
990	0.09979084352
991	0.09970785496
992	0.09960581704
993	0.09948653079
994	0.09941113741
995	0.09928085778
996	0.099181642
997	0.09903980839
998	0.09888630115
999	0.09874645871
